X,Y,Name,description
-121.74226,37.943943,TV226 -- SR-4 : Sand Creek Road,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv226sr4sandcreekroad/tv226sr4sandcreekroad.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.28653,37.85212,T252W -- SR-123 : Ashby Avenue - Looking West,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/t252wsr123ashbyavenuelookingwest/t252wsr123ashbyavenuelookingwest.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.28689,37.8522,T252E -- SR-123 : Ashby Avenue - Looking East,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/t252esr123ashbyavenuelookingeast/t252esr123ashbyavenuelookingeast.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.298151,37.848985,TVH04 -- I-80 : Ashby Avenue Onramp,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh04i80ashbyavenueonramp/tvh04i80ashbyavenueonramp.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.014232,37.046109,TVA53 -- SR-17 : Just South Of Granite Creek Overcross,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tva53sr17justsouthofgranitecreekovercross/tva53sr17justsouthofgranitecreekovercross.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-121.974743,37.226643,TVC01 -- SR-17 : Saratoga Road,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvc01sr17saratogaroad/tvc01sr17saratogaroad.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-121.958959,37.248916,TVB98 -- SR-17 : Lark Offramp,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvb98sr17larkofframp/tvb98sr17larkofframp.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-121.959366,37.250683,TVB96 -- SR-17 : AT LARK AVE,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvb96sr17atlarkave/tvb96sr17atlarkave.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-121.939225,37.284635,TVC51 -- SR-17 : Just South Of Campbell Avenue,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvc51sr17justsouthofcampbellavenue/tvc51sr17justsouthofcampbellavenue.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.22639,37.848369,TV611 -- SR-24 : SR-13,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv611sr24sr13/tv611sr24sr13.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.197759,37.867084,TV606 -- SR-24 : Gateway Blvd,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv606sr24gatewayblvd/tv606sr24gatewayblvd.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.475769,38.134207,TV137 -- SR-37 : Lakeville Road,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv137sr37lakevilleroad/tv137sr37lakevilleroad.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.422266,38.154923,TV135 -- SR-37 : East Of SR-121,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv135sr37eastofsr121/tv135sr37eastofsr121.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.362228,37.812965,TVD31 -- I-80 : Before YBI Tunnel,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvd31i80beforeybitunnel/tvd31i80beforeybitunnel.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.352466,37.818479,TVD34 -- I-80 : Skyway Curve,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvd34i80skywaycurve/tvd34i80skywaycurve.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.352399,37.818348,TVD37 -- I-80 : After Skyway Curve,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvd37i80afterskywaycurve/tvd37i80afterskywaycurve.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.33935,37.820596,TVD35 -- I-80 : Mid Skyway,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvd35i80midskyway/tvd35i80midskyway.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.339316,37.820452,TVD38 -- I-80 : Mid Skyway,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvd38i80midskyway/tvd38i80midskyway.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.3305,37.821688,TVD39 -- I-80 : Leaving Bridge,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvd39i80leavingbridge/tvd39i80leavingbridge.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.32771,37.821657,TVD40 -- I-80 : Before Toll Plaza,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvd40i80beforetollplaza/tvd40i80beforetollplaza.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.317182,37.823384,TVD11 -- I-80 : Sfobb Tow Building,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvd11i80sfobbtowbuilding/tvd11i80sfobbtowbuilding.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.316266,37.823971,TVD12 -- I-80 : Dispatch Blvd,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvd12i80dispatchblvd/tvd12i80dispatchblvd.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.313281,37.824458,TVD13 -- I-80 : Toll Plaza,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvd13i80tollplaza/tvd13i80tollplaza.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.30943,37.824515,TVB25 -- I-80 : Just East Of Toll Plaza Horseshoe,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvb25i80justeastoftollplazahorseshoe/tvb25i80justeastoftollplazahorseshoe.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.30357,37.82542,TV120 -- I-80 : EBMUD,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv120i80ebmud/tv120i80ebmud.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.29603,37.83565,TV107 -- I-80 : Powell Street,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv107i80powellstreet/tv107i80powellstreet.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.295989,37.838021,TVH02 -- I-80 : Powell Street Offramp,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh02i80powellstreetofframp/tvh02i80powellstreetofframp.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.303748,37.86515,TV514 -- I-80 : University Avenue,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv514i80universityavenue/tv514i80universityavenue.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.305334,37.866586,TVH05 -- I-80 : University Avenue Onramp,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh05i80universityavenueonramp/tvh05i80universityavenueonramp.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.306695,37.87804,TVH06 -- I-80 : Gilman Street Offramp,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh06i80gilmanstreetofframp/tvh06i80gilmanstreetofframp.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.30771,37.87775,TV515 -- I-80 : Gilman Street,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv515i80gilmanstreet/tv515i80gilmanstreet.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.309609,37.887455,TVH31 -- I-80 : Buchanan Street,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh31i80buchananstreet/tvh31i80buchananstreet.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.307986,37.893456,TVH32 -- I-80 : AT WOF Albany OR,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh32i80atwofalbanyor/tvh32i80atwofalbanyor.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.31014,37.90095,T258E -- I-80 : Central Avenue Onramp - Looking East,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/t258ei80centralavenueonramplookingeast/t258ei80centralavenueonramplookingeast.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.3104,37.90112,T258S -- I-80 : Central Avenue Onramp - Looking South,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/t258si80centralavenueonramplookingsouth/t258si80centralavenueonramplookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.31041,37.90112,T258W -- I-80 : Central Avenue Onramp - Looking West,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/t258wi80centralavenueonramplookingwest/t258wi80centralavenueonramplookingwest.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.311516,37.900994,TVH33 -- I-80 : Central Avenue Onramp,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh33i80centralavenueonramp/tvh33i80centralavenueonramp.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.313903,37.904977,TV502 -- I-80 : Before Central Avenue,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv502i80beforecentralavenue/tv502i80beforecentralavenue.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.316419,37.910242,TVH10 -- I-80 : Carlson Blvd,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh10i80carlsonblvd/tvh10i80carlsonblvd.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.317667,37.914544,TVH09 -- I-80 : Carlson Blvd,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh09i80carlsonblvd/tvh09i80carlsonblvd.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.325945,37.93661,TVH14 -- I-80 : San Pablo Avenue,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh14i80sanpabloavenue/tvh14i80sanpabloavenue.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.33043,37.95564,T262W -- I-80 : San Pablo Dam Road Offramp - Looking West,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/t262wi80sanpablodamroadofframplookingwest/t262wi80sanpablodamroadofframplookingwest.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.33043,37.95564,T262E -- I-80 : San Pablo Dam Road Offramp - Looking East,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/t262ei80sanpablodamroadofframplookingeast/t262ei80sanpablodamroadofframplookingeast.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.331073,37.959274,TV507 -- I-80 : San Pablo Dam Road,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv507i80sanpablodamroad/tv507i80sanpablodamroad.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.329117,37.962904,TVH16 -- I-80 : El Portal,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh16i80elportal/tvh16i80elportal.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.32496,37.964586,TV510 -- I-80 : Just East Of El Portal Drive,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv510i80justeastofelportaldrive/tv510i80justeastofelportaldrive.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.321702,37.966299,TVH17 -- I-80 : El Portal Drive,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh17i80elportaldrive/tvh17i80elportaldrive.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.319584,37.972029,TV509 -- I-80 : Just West Of Hilltop Drive,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv509i80justwestofhilltopdrive/tv509i80justwestofhilltopdrive.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.316286,37.981947,TV508 -- I-80 : Just East Of Hilltop Drive,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv508i80justeastofhilltopdrive/tv508i80justeastofhilltopdrive.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.316555,37.987171,TVH20 -- I-80 : Richmond Parkway,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh20i80richmondparkway/tvh20i80richmondparkway.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.313307,37.986606,TVH21 -- I-80 : Richmond Parkway,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh21i80richmondparkway/tvh21i80richmondparkway.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.30829,37.991508,TVH35 -- I-80 : East Of Richmond Parkway,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh35i80eastofrichmondparkway/tvh35i80eastofrichmondparkway.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.301993,37.994198,TVH23 -- I-80 : Appian Way,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh23i80appianway/tvh23i80appianway.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.301252,37.992893,TVH22 -- I-80 : Appian Way,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh22i80appianway/tvh22i80appianway.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.301093,37.993717,TV512 -- I-80 : Just East Of Appian Way,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv512i80justeastofappianway/tv512i80justeastofappianway.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.286282,37.996783,TV511 -- I-80 : Pinole Valley Road,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv511i80pinolevalleyroad/tv511i80pinolevalleyroad.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.286741,37.997516,TVH24 -- I-80 : Pinole Valley Road,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh24i80pinolevalleyroad/tvh24i80pinolevalleyroad.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.281698,38.002227,TVH36 -- I-80 : Before Pinole Valley Road,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh36i80beforepinolevalleyroad/tvh36i80beforepinolevalleyroad.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.271422,38.013572,TVH37 -- I-80 : Before Sycamore Avenue,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh37i80beforesycamoreavenue/tvh37i80beforesycamoreavenue.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.267992,38.016217,TV969 -- I-80 : SR-4,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv969i80sr4/tv969i80sr4.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.261115,38.021607,TVH26 -- I-80 : Willow Avenue,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh26i80willowavenue/tvh26i80willowavenue.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.263813,38.024304,TVH25 -- I-80 : Willow  Avenue Onramp,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tvh25i80willowavenueonramp/tvh25i80willowavenueonramp.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.25553,38.03037,TV978 -- I-80 : Just East Of Willow Avenue,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv978i80justeastofwillowavenue/tv978i80justeastofwillowavenue.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.248904,38.037394,TV970 -- I-80 : Just West Of Cummings Skwy,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv970i80justwestofcummingsskwy/tv970i80justwestofcummingsskwy.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.231204,38.05044,TV972 -- I-80 : Just West Of Carquinez Brdg,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv972i80justwestofcarquinezbrdg/tv972i80justwestofcarquinezbrdg.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.226206,38.05785,TV973 -- I-80 : South Tower,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv973i80southtower/tv973i80southtower.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.226632,38.06405,TV974 -- I-80 : At North Tower,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv974i80atnorthtower/tv974i80atnorthtower.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.232165,38.076304,TV965 -- I-80 : SR-29,
-122.221641,38.136169,TV938 -- I-80 : SR-37,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv938i80sr37/tv938i80sr37.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.216523,38.152943,TV939 -- I-80 : East Of SR-37,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv939i80eastofsr37/tv939i80eastofsr37.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.207118,38.164977,TV940 -- I-80 : West of American Canyon,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv940i80westofamericancanyon/tv940i80westofamericancanyon.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.176019,38.186418,TV829 -- I-80 : East Of American Canyon Road,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv829i80eastofamericancanyonroad/tv829i80eastofamericancanyonroad.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.156732,38.202036,TV980 -- I-80 : Red Top Road,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv980i80redtoproad/tv980i80redtoproad.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.148003,38.21032,TV790 -- I-80 : West of Green Valley Road,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv790i80westofgreenvalleyroad/tv790i80westofgreenvalleyroad.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.132636,38.21992,TV981 -- I-80 : East Of I-680,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv981i80eastofi680/tv981i80eastofi680.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.066943,38.253435,TV501 -- I-80 : Oliver Road,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv501i80oliverroad/tv501i80oliverroad.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-121.980918,38.352313,TV996 -- I-80 : Cliffside Drive Offramp,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv996i80cliffsidedriveofframp/tv996i80cliffsidedriveofframp.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-121.957879,38.369906,TV998 -- I-80 : Nut Tree Road,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d4/cctv/image/tv998i80nuttreeroad/tv998i80nuttreeroad.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
